"block","mprec","pct_block"
"060971530066000","0510015",0.984756
"060971530066004","0510015",1
"060971530066002","0510015",1
"060971530066005","0510015",1
"060971530065004","0510015",1
"060971530066011","0510015",1
"060971530053024","0510015",1
"060971530066008","0510015",1
"060971530066001","0510015",1
"060971530064002","0510015",0.065575
"060971530065005","0510015",1
"060971530065011","0510015",1
"060971530064011","0510015",0.096652
"060971530064019","0510015",0.000001
"060971530066007","0510015",1
"060971530066012","0510015",1
"060971530053021","0510015",0.000012
"060971530066003","0510015",1
"060971530065009","0510015",1
"060971530065003","0510015",1
"060971530066010","0510015",1
"060971530065002","0510015",1
"060971530063008","0510015",0.000005
"060971530066006","0510015",1
"060971530065010","0510015",1
"060971530066009","0510015",1
"060971530065008","0510015",1
"060971530066013","0510015",1
"060971530063006","0510015",0.000011
"060971530064018","0510014",0.502932
"060971530065011","0510014",0.000002
"060971530064019","0510014",1
"060971530065000","0510014",1
"060971530065001","0510014",1
"060971530013007","0510014",0.000004
"060971530065003","0510014",0.000001
"060971530065006","0510014",1
"060971530065007","0510014",1
"060971530065007","0510017",0.000001
"060971530063007","0510017",0.000001
"060971530063003","0510017",1
"060971530063009","0510017",1
"060971530053019","0510017",0.000001
"060971530063005","0510017",1
"060971530021006","0510017",0.000004
"060971530063002","0510017",1
"060971530062002","0510017",0.000002
"060971530022003","0510017",0.000001
"060971530062000","0510017",0.194602
"060971530063000","0510017",1
"060971530063001","0510017",1
"060971530063004","0510017",1
"060971530063008","0510016",1
"060971530063007","0510016",1
"060971530063003","0510016",0.000001
"060971530063009","0510016",0.000001
"060971530063005","0510016",0.000002
"060971530063006","0510016",1
"060971530063004","0510016",0.000001
"060971530056001","0510019",0.636950
"060971530056002","0510019",0.000001
"060971530056000","0510019",0.377022
"060971530056001","0510019",0.238357
"060971530054012","0510018",0.000001
"060971530054008","0510018",0.000002
"060971530055007","0510018",1
"060971530055003","0510018",0.248238
"060971530054009","0510018",0.000001
"060971530055009","0510018",0.170633
"060971530054010","0510018",0.000001
"060971530055006","0510018",0.754855
"060971530055008","0510018",1
"060971513102000","0230010",0.000012
"060971513011000","0230010",0.000002
"060971513102004","0230010",1
"060971513102006","0230010",0.000004
"060971513011010","0230010",1
"060971513102005","0230010",1
"060971513011009","0230010",1
"060971513111013","0230010",1
"060971513011011","0230010",0.000012
"060971512031001","0230010",0.000004
"060971512031000","0230010",1
"060971512031002","0230010",0.000066
"060971513111000","0230010",0.000006
"060971530066000","0510011",0.015234
"060971530053024","0510011",0.000004
"060971529031006","0510011",0.000005
"060971530064006","0510011",1
"060971530064009","0510011",1
"060971530064005","0510011",1
"060971530064004","0510011",1
"060971529042002","0510011",0.000012
"060971529042001","0510011",0.000005
"060971530064000","0510011",1
"060971530064016","0510011",1
"060971530053027","0510011",0.000002
"060971530064010","0510011",1
"060971530064008","0510011",0.000015
"060971530064007","0510011",1
"060971530064018","0510011",0.497067
"060971530064017","0510011",1
"060971530064001","0510011",1
"060971530064003","0510011",1
"060971530064013","0510011",1
"060971530064002","0510011",0.934425
"060971530053023","0510011",1
"060971530064014","0510011",1
"060971530064012","0510011",1
"060971530064011","0510011",0.903348
"060971530064015","0510011",0.000005
"060971543041164","0500302",0.028767
"060971537091004","0500302",0.033576
"060971536023011","0500301",0.998123
"060971536023012","0500301",0.000001
"060971529051010","0510010",1
"060971529051008","0510010",1
"060971529051009","0510010",1
"060971529051007","0510010",1
"060971529051001","0510010",1
"060971528014016","0510010",0.000007
"060971529051000","0510010",1
"060971529053010","0510010",1
"060971529053006","0510010",0.000001
"060971529051004","0510010",1
"060971529051006","0510010",1
"060971529053009","0510010",1
"060971529051005","0510010",1
"060971529051003","0510010",1
"060971529051002","0510010",1
"060971529041000","0510010",0.000019
"060971512063037","0230012",0.000020
"060971512042002","0230012",1
"060971512042000","0230012",1
"060971512042001","0230012",1
"060971512042008","0230012",1
"060971512042009","0230012",1
"060971512042003","0230012",1
"060971513013002","0230012",0.000003
"060971512042005","0230012",1
"060971512042013","0230012",1
"060971512043002","0230012",0.679230
"060971512042004","0230012",0.491733
"060971512042006","0230012",1
"060971512043000","0230012",1
"060971512043005","0230012",0.422350
"060971512043009","0230012",0.000009
"060971512043001","0230012",1
"060971512041004","0230012",0.000001
"060971537082011","0500304",0.002614
"060971529062006","0510013",1
"060971529062004","0510013",1
"060971529062014","0510013",1
"060971528013010","0510013",0.000052
"060971529063010","0510013",0.000001
"060971529062012","0510013",1
"060971529062017","0510013",1
"060971529062011","0510013",1
"060971529062000","0510013",0.999684
"060971529062001","0510013",1
"060971529062005","0510013",1
"060971529062018","0510013",1
"060971529062009","0510013",1
"060971529062016","0510013",1
"060971529062024","0510013",1
"060971529062025","0510013",1
"060971529062003","0510013",1
"060971529062007","0510013",1
"060971529062023","0510013",1
"060971529062027","0510013",1
"060971529062022","0510013",1
"060971529062028","0510013",1
"060971529062002","0510013",1
"060971529062015","0510013",1
"060971529062020","0510013",1
"060971529062021","0510013",1
"060971529062013","0510013",1
"060971529062010","0510013",1
"060971529062026","0510013",1
"060971529062029","0510013",1
"060971529052004","0510013",0.000002
"060971529053001","0510013",0.000001
"060971529062019","0510013",1
"060971529062008","0510013",1
"060971529052005","0510013",0.000013
"060971529062000","0510013",0.000278
"060971512033003","0230011",0.000001
"060971512034013","0230011",1
"060971512034016","0230011",0.812085
"060971512034012","0230011",0.674829
"060971512034015","0230011",1
"060971512043013","0230011",0.000001
"060971512034014","0230011",1
"060971512033004","0230011",1
"060971512033005","0230011",1
"060971512033006","0230011",1
"060971512033008","0230011",1
"060971512033007","0230011",1
"060971512034017","0230011",1
"060971512041000","0230011",0.000004
"060971512032005","0230011",0.000001
"060971512032004","0230011",0.000001
"060971512042007","0230014",0.000018
"060971512042004","0230014",0.283453
"060971512034005","0230014",0.000014
"060971512042011","0230014",1
"060971512043007","0230014",0.112700
"060971512042010","0230014",0.555506
"060971512043011","0230014",1
"060971512043008","0230014",0.011018
"060971512042012","0230014",1
"060971512043000","0230014",0.000001
"060971512043012","0230014",1
"060971512034016","0230014",0.187916
"060971512034012","0230014",0.325162
"060971512043010","0230014",1
"060971512043013","0230014",1
"060971512043009","0230014",0.019938
"060971512034017","0230014",0.000189
"060971512041000","0230014",1
"060971512041001","0230014",1
"060971512041014","0230014",0.000001
"060971512041002","0230014",1
"060971512041003","0230014",0.000002
"060971530053022","0510012",1
"060971530066000","0510012",0.000010
"060971530053002","0510012",0.000005
"060971530053024","0510012",0.000011
"060971529061014","0510012",0.000019
"060971530053027","0510012",1
"060971530053000","0510012",1
"060971530053023","0510012",0.000004
"060971530053021","0510012",1
"060971543041096","0500303",0.158642
"060971543041095","0500303",0.270512
"060971529041001","0500306",0.000160
"060971529034000","0500306",0.000008
"060971529043000","0500306",0.000924
"060971529031001","0500306",1
"060971529043001","0500306",1
"060971529031000","0500306",0.051012
"060971512042007","0230013",0.999982
"060971512043002","0230013",0.320770
"060971512042004","0230013",0.205594
"060971512043007","0230013",0.887300
"060971512042010","0230013",0.444493
"060971512043006","0230013",1
"060971512043008","0230013",0.988981
"060971512043009","0230013",0.980054
"060971537082011","0500305",0.006562
"060971529032003","0500307",0.000001
"060971529032004","0500307",1
"060971536023000","0500300",0.000001
"060971536023001","0500300",0.000002
"060971536023004","0500300",1
"060971536023010","0500300",1
"060971536023009","0500300",1
"060971530022003","0510004",0.000002
"060971530033003","0510004",0.528057
"060971530033007","0510004",1
"060971530032004","0510004",0.295019
"060971531042000","0510004",0.211982
"060971531042001","0510004",0.012390
"060971530021000","0510003",0.000005
"060971530024009","0510003",0.000001
"060971530024010","0510003",1
"060971530024013","0510003",1
"060971530024011","0510003",1
"060971530024012","0510003",1
"060971530022000","0510003",1
"060971530025004","0510003",1
"060971530022010","0510003",1
"060971530025007","0510003",0.000001
"060971530022009","0510003",1
"060971530025011","0510003",1
"060971530025012","0510003",1
"060971530022003","0510003",0.263774
"060971530025013","0510003",1
"060971530023019","0510003",0.000002
"060971530022011","0510003",1
"060971530022006","0510003",1
"060971530022008","0510003",0.006966
"060971530023022","0510003",0.000001
"060971530022012","0510003",1
"060971530033003","0510003",0.000007
"060971530022004","0510003",1
"060971530022007","0510003",0.071567
"060971529032003","0510006",0.002851
"060971529033001","0510006",0.000001
"060971529033000","0510006",0.000011
"060971529031000","0510006",0.000007
"060971529032005","0510006",1
"060971529032002","0510006",1
"060971529032001","0510006",1
"060971529032000","0510006",1
"060971529032008","0510006",1
"060971529032007","0510006",1
"060971529032006","0510006",0.994641
"060971529032003","0510006",0.997148
"060971529032004","0510006",0.000099
"060971530012001","0510006",0.000046
"060971529032009","0510006",1
"060971529032010","0510006",0.000160
"060971529031006","0510006",0.000003
"060971529062007","0510005",0.000001
"060971529062020","0510005",0.000001
"060971529062021","0510005",0.000002
"060971529062026","0510005",0.000003
"060971529052004","0510005",1
"060971529053003","0510005",1
"060971529052000","0510005",1
"060971529053001","0510005",1
"060971529053000","0510005",1
"060971529062019","0510005",0.000001
"060971529062008","0510005",0.000001
"060971529053004","0510005",1
"060971529053002","0510005",1
"060971529052002","0510005",1
"060971529052003","0510005",1
"060971529052001","0510005",1
"060971529052010","0510005",1
"060971529052008","0510005",1
"060971529053010","0510005",0.000001
"060971529052006","0510005",1
"060971529053006","0510005",1
"060971529053005","0510005",1
"060971529052011","0510005",1
"060971529052012","0510005",1
"060971529053008","0510005",1
"060971529053007","0510005",1
"060971529052009","0510005",1
"060971529052007","0510005",1
"060971529041001","0510008",0.019609
"060971529041013","0510008",0.023104
"060971529043003","0510008",0.000001
"060971529041019","0510008",0.987271
"060971529041018","0510008",0.000003
"060971529041014","0510008",0.000001
"060971529041017","0510008",0.989641
"060971529041003","0510008",0.000060
"060971529043000","0510008",0.967890
"060971529031001","0510008",0.000001
"060971529043001","0510008",0.000109
"060971529031000","0510008",0.948980
"060971529043004","0510008",0.000011
"060971529043006","0510008",0.000001
"060971529043002","0510008",0.996989
"060971529032005","0510008",0.000003
"060971529043009","0510008",1
"060971529043010","0510008",1
"060971529043013","0510008",0.000006
"060971529043005","0510008",1
"060971529031002","0510008",1
"060971529031004","0510008",1
"060971529031005","0510008",1
"060971529031003","0510008",1
"060971529042000","0510008",1
"060971529031006","0510008",1
"060971530064004","0510008",0.000002
"060971529042001","0510008",0.000001
"060971530064000","0510008",0.000007
"060971529051000","0510007",0.000001
"060971529053009","0510007",0.000019
"060971528032008","0510007",0.000030
"060971529051002","0510007",0.000030
"060971529041000","0510007",1
"060971529041005","0510007",1
"060971529041004","0510007",1
"060971529041010","0510007",1
"060971528032007","0510007",0.000005
"060971529041007","0510007",1
"060971529041006","0510007",1
"060971529041001","0510007",0.956708
"060971529041002","0510007",1
"060971529041013","0510007",0.000010
"060971529041011","0510007",1
"060971529034001","0510007",1
"060971529041012","0510007",0.858587
"060971529034000","0510007",1
"060971529041003","0510007",0.000020
"060971529034002","0510007",1
"060971528032011","0510007",0.000015
"060971529034003","0510007",1
"060971529033001","0510007",1
"060971529034004","0510007",1
"060971529033000","0510007",1
"060971529031000","0510007",0.000003
"060971529032001","0510007",0.000001
"060971529052006","0510009",0.000011
"060971529044005","0510009",1
"060971529052011","0510009",0.000001
"060971529041015","0510009",1
"060971529044003","0510009",1
"060971529041007","0510009",0.000003
"060971529044004","0510009",1
"060971529041009","0510009",1
"060971529041016","0510009",1
"060971529044006","0510009",1
"060971529044000","0510009",1
"060971529043007","0510009",1
"060971529043008","0510009",1
"060971529061012","0510009",1
"060971529061011","0510009",1
"060971529061010","0510009",1
"060971529044001","0510009",0.000024
"060971529061013","0510009",1
"060971529043012","0510009",0.000001
"060971529061008","0510009",1
"060971529061009","0510009",1
"060971529043015","0510009",1
"060971529042004","0510009",1
"060971529043011","0510009",1
"060971529044002","0510009",1
"060971529042005","0510009",1
"060971529061002","0510009",0.000046
"060971529061015","0510009",1
"060971529043016","0510009",1
"060971529042003","0510009",1
"060971529042000","0510009",0.000002
"060971530064009","0510009",0.000005
"060971530064005","0510009",0.000003
"060971530064004","0510009",0.000004
"060971529061014","0510009",1
"060971529042002","0510009",1
"060971529042001","0510009",1
"060971530053001","0510009",0.000002
"060971530053000","0510009",0.000032
"060971530012009","0510002",0.000001
"060971530012007","0510002",0.000003
"060971530012012","0510002",0.000002
"060971530012008","0510002",0.000002
"060971530013003","0510002",1
"060971530013000","0510002",0.000001
"060971530013006","0510002",1
"060971530013005","0510002",1
"060971530013004","0510002",1
"060971530013007","0510002",1
"060971530013008","0510002",1
"060971530065007","0510002",0.000003
"060971530021002","0510002",0.000004
"060971530021003","0510002",0.000005
"060971530021006","0510002",0.000002
"060971530012001","0510001",0.000001
"060971529032010","0510001",0.000001
"060971530012010","0510001",1
"060971530012004","0510001",1
"060971530012011","0510001",1
"060971530064000","0510001",0.000007
"060971530012005","0510001",1
"060971530012009","0510001",1
"060971530012007","0510001",1
"060971530012006","0510001",1
"060971530012012","0510001",1
"060971530012008","0510001",1
"060971530013006","0510001",0.000001
"060971530013005","0510001",0.000001
"060971543081011","WATER",0.000131
"060971543081011","WATER",0.000216
"060971543081011","WATER",0.000257
"060971543081011","WATER",0.001535
"060971543081011","WATER",0.000136
"060971543081011","WATER",0.000878
"060971543081011","WATER",0.000582
"060971543081011","WATER",0.000731
"060971543081011","WATER",0.000131
"060971543081011","WATER",0.000380
"060971543081011","WATER",0.000153
"060971543081011","WATER",0.000191
"060971543081011","WATER",0.000166
"060971543081011","WATER",0.000258
"060971543081011","WATER",0.000245
"060971543081011","WATER",0.000438
"060971543081011","WATER",0.000137
"060971543081011","WATER",0.000301
"060971543081011","WATER",0.000222
"060971543081011","WATER",0.000167
"060971543081011","WATER",0.000379
"060971543081011","WATER",0.000724
"060971543081011","WATER",0.001121
"060971543081011","WATER",0.000461
"060971543081011","WATER",0.001721
"060971543081011","WATER",0.000339
"060971543081011","WATER",0.000572
"060971543081009","WATER",0.000486
"060971543081011","WATER",0.000146
"060971543081009","WATER",0.002899
"060971543081009","WATER",0.000500
"060971543081009","WATER",0.000418
"060971543081009","WATER",0.000440
"060971543081009","WATER",0.000892
"060971543081009","WATER",0.000492
"060971543081009","WATER",0.000615
"060971543081009","WATER",0.000327
"060971543081009","WATER",0.001168
"060971543081009","WATER",0.000002
"060971543071014","WATER",0.000153
"060971543071014","WATER",0.000178
"060971543071017","WATER",0.000002
"060971543071014","WATER",0.000399
"060971543071014","WATER",0.000119
"060971543071014","WATER",0.000237
"060971543071017","WATER",0.000001
"060971543071014","WATER",0.000404
"060971543071017","WATER",0.000001
"060971543071014","WATER",0.000155
"060971543071014","WATER",0.000425
"060971543071017","WATER",0.000001
"060971543071014","WATER",0.000112
"060971543071017","WATER",0.000001
"060971543071014","WATER",0.000133
"060971543071014","WATER",0.000158
"060971543071020","WATER",0.015182
"060971543071012","WATER",0.000442
"060971543071012","WATER",0.000358
"060971543071012","WATER",0.000399
"060971543071012","WATER",0.000796
"060971543071012","WATER",0.000648
"060971543071012","WATER",0.000457
"060971543071011","WATER",0.000001
"060971543071012","WATER",0.001356
"060971543071012","WATER",0.001714
"060971543071012","WATER",0.001630
"060971543071012","WATER",0.000756
"060971543071012","WATER",0.000547
"060971543071012","WATER",0.000484
"060971543071012","WATER",0.000490
"060971543081011","WATER",0.000641
"060971543071012","WATER",0.000521
"060971543081011","WATER",0.000400
"060971543081011","WATER",0.000713
"060971543081011","WATER",0.000204
"060971543081011","WATER",0.000187
"060971543081011","WATER",0.000207
"060971543081011","WATER",0.000451
"060971543081011","WATER",0.000290
"060971543081011","WATER",0.000166
"060971543081011","WATER",0.000156
"060971543081011","WATER",0.000166
"060971543081011","WATER",0.000188
"060971543081011","WATER",0.000169
"060971543042052","WATER",0.000588
"060971543042051","WATER",0.000001
"060971543042052","WATER",0.007525
"060971543042052","WATER",0.001434
"060971543042052","WATER",0.000608
"060971543042051","WATER",0.000002
"060971543042052","WATER",0.004180
"060971543042052","WATER",0.000432
"060971543042052","WATER",0.001692
"060971543071024","WATER",0.000097
"060971543042052","WATER",0.000982
"060971543071024","WATER",0.000676
"060971543071024","WATER",0.000495
"060971543071024","WATER",0.000732
"060971543071048","WATER",0.000001
"060971543071024","WATER",0.000532
"060971543071024","WATER",0.001283
"060971543071048","WATER",0.000001
"060971543071024","WATER",0.001084
"060971543071024","WATER",0.002248
"060971543071024","WATER",0.000621
"060971543071026","WATER",0.001117
"060971543071024","WATER",0.004187
"060971543071025","WATER",0.000008
"060971543071027","WATER",0.000001
"060971543071026","WATER",0.000008
"060971543071024","WATER",0.000205
"060971543071027","WATER",0.000001
"060971543071024","WATER",0.000215
"060971543071024","WATER",0.000210
"060971543071024","WATER",0.000300
"060971543071024","WATER",0.000341
"060971543071024","WATER",0.001247
"060971543071024","WATER",0.000428
"060971543071024","WATER",0.000965
"060971543071028","WATER",0.000001
"060971543071014","WATER",0.000505
"060971543071029","WATER",0.000001
"060971543071014","WATER",0.000343
"060971543071014","WATER",0.000137
"060971543071014","WATER",0.000253
"060971543071014","WATER",0.000529
"060971543071015","WATER",0.000001
"060971543071014","WATER",0.000160
"060971543071014","WATER",0.000288
"060971543071014","WATER",0.000149
"060971543071014","WATER",0.000265
"060971543071014","WATER",0.000166
"060971543071014","WATER",0.000141
"060971543071014","WATER",0.000339
"060971543071014","WATER",0.000218
"060971543043036","WATER",0.002725
"060971543043037","WATER",0.008892
"060971543043036","WATER",0.002420
"060971543043036","WATER",0.002197
"060971543052014","WATER",0.004734
"060971543052005","WATER",0.000001
"060971543043036","WATER",0.001082
"060971543052014","WATER",0.006253
"060971543043036","WATER",0.000765
"060971543043034","WATER",0.000182
"060971543043036","WATER",0.000454
"060971543043034","WATER",0.000984
"060971543043036","WATER",0.000265
"060971543043034","WATER",0.000413
"060971543043034","WATER",0.000594
"060971543043036","WATER",0.001323
"060971543043005","WATER",0.000172
"060971543043006","WATER",0.000002
"060971543043005","WATER",0.000181
"060971543043005","WATER",0.000191
"060971543043005","WATER",0.000283
"060971543043005","WATER",0.000292
"060971543043007","WATER",0.000005
"060971543043005","WATER",0.000267
"060971543043007","WATER",0.000002
"060971543043009","WATER",0.000001
"060971543043005","WATER",0.000360
"060971543043005","WATER",0.000786
"060971543043005","WATER",0.000165
"060971543043009","WATER",0.000001
"060971543043005","WATER",0.000623
"060971543043009","WATER",0.000001
"060971543043005","WATER",0.000497
"060971543043005","WATER",0.000374
"060971543043005","WATER",0.000213
"060971543043009","WATER",0.000003
"060971543043005","WATER",0.000912
"060971543043005","WATER",0.000185
"060971543043009","WATER",0.000001
"060971543043005","WATER",0.000259
"060971543043004","WATER",0.002081
"060971543043005","WATER",0.000130
"060971543043004","WATER",0.001530
"060971543043004","WATER",0.000537
"060971543043004","WATER",0.002103
"060971543043004","WATER",0.001003
"060971543043004","WATER",0.001475
"060971543042052","WATER",0.000564
"060971543042052","WATER",0.000110
"060971543043001","WATER",0.000001
"060971543043004","WATER",0.001288
"060971543042052","WATER",0.000657
"060971530054002","0510037",1
"060971530054003","0510037",1
"060971530054011","0510037",0.000001
"060971530054010","0510037",0.000001
"060971530051000","0510037",1
"060971530054004","0510037",0.000002
"060971533011000","0510037",0.009378
"060971530051008","0510037",1
"060971530022003","0510036",0.000001
"060971530033004","0510036",1
"060971530033003","0510036",0.471046
"060971530031000","0510036",1
"060971530031003","0510036",0.000005
"060971530033005","0510036",1
"060971530031002","0510036",1
"060971530031001","0510036",1
"060971530033006","0510036",1
"060971530032007","0510036",1
"060971530032005","0510036",1
"060971530032004","0510036",0.636408
"060971530032006","0510036",1
"060971531042000","0510036",0.582546
"060971531042001","0510036",0.006889
"060971533014000","0510036",0.000002
"060971529063019","0510038",1
"060971529062000","0510038",0.000033
"060971530021002","0510031",1
"060971530021000","0510031",0.000004
"060971530021003","0510030",1
"060971530021000","0510030",0.000001
"060971530053019","0510033",1
"060971530053020","0510033",1
"060971530053017","0510033",0.067710
"060971530021001","0510032",1
"060971530021000","0510032",0.000031
"060971530062004","0510035",0.000001
"060971530053018","0510035",1
"060971530053017","0510035",0.932290
"060971530051000","0510035",0.000003
"060971530054000","0510034",0.000002
"060971530062002","0510034",0.770871
"060971530062004","0510034",1
"060971530063000","0510034",0.000001
"060971530056001","0510034",0.000769
"060971530056002","0510034",0.000003
"060971530062002","0510026",0.000032
"060971530062000","0510026",0.688358
"060971530031004","0510026",1
"060971530033003","0510026",0.000886
"060971530031005","0510026",1
"060971530031003","0510026",1
"060971530062001","0510026",1
"060971530031006","0510026",1
"060971530061000","0510026",0.000745
"060971530034009","0510026",1
"060971530034008","0510026",1
"060971530031007","0510026",1
"060971530034000","0510026",1
"060971530034007","0510026",1
"060971530034001","0510026",1
"060971530034004","0510026",1
"060971530034006","0510026",1
"060971530034003","0510026",1
"060971530034002","0510026",1
"060971530032004","0510026",0.000003
"060971530034005","0510026",1
"060971530034011","0510026",1
"060971530034010","0510026",1
"060971533014000","0510026",0.780837
"060971533014001","0510026",0.000002
"060971530012002","0510025",0.001118
"060971530012001","0510025",1
"060971529032009","0510025",0.000001
"060971530012000","0510025",0.000001
"060971530012004","0510025",0.000002
"060971530012013","0510025",1
"060971530012002","0510025",0.998882
"060971530012003","0510025",1
"060971533012021","0510028",1
"060971533012020","0510027",1
"060971530013008","0510029",0.000001
"060971530024010","0510029",0.000001
"060971530021006","0510029",1
"060971530022001","0510029",1
"060971530022002","0510029",1
"060971530022005","0510029",1
"060971530022003","0510029",0.736223
"060971530062000","0510029",0.000001
"060971530022008","0510029",0.993034
"060971530033003","0510029",0.000005
"060971530022007","0510029",0.928434
"060971530054000","0510020",1
"060971530054002","0510020",0.000005
"060971530054001","0510020",1
"060971530056003","0510020",0.998071
"060971530056002","0510020",0.998647
"060971530056004","0510020",0.694411
"060971530054012","0510020",1
"060971530054006","0510020",1
"060971530054007","0510020",1
"060971530054008","0510020",0.540756
"060971530054009","0510020",1
"060971530054011","0510020",1
"060971530054010","0510020",1
"060971530054004","0510020",1
"060971530054005","0510020",1
"060971530056003","0510020",0.001928
"060971530056001","0510020",0.000002
"060971530056002","0510020",0.001355
"060971530056004","0510020",0.000313
"060971533013000","0510022",0.000005
"060971530055009","0510022",0.083178
"060971530061003","0510022",0.000133
"060971530056001","0510022",0.000047
"060971530061000","0510022",0.000006
"060971530056004","0510022",0.000008
"060971530056000","0510022",0.622973
"060971530061001","0510022",1
"060971530054008","0510022",0.000005
"060971530056005","0510022",1
"060971530061002","0510022",1
"060971530034002","0510022",0.000001
"060971530055004","0510022",1
"060971530055003","0510022",0.751762
"060971530055005","0510022",1
"060971530055009","0510022",0.370560
"060971530055010","0510022",1
"060971530061004","0510022",1
"060971530055001","0510022",1
"060971530055002","0510022",1
"060971530055006","0510022",0.245144
"060971530056006","0510022",1
"060971530055000","0510022",1
"060971530056001","0510022",0.000007
"060971530056000","0510022",0.000005
"060971530056004","0510021",0.305269
"060971530054008","0510021",0.459238
"060971530056005","0510021",0.000003
"060971530014004","0510024",0.000001
"060971530014006","0510024",1
"060971530014005","0510024",1
"060971530013002","0510024",1
"060971530013001","0510024",1
"060971530013000","0510024",1
"060971530021001","0510024",0.000002
"060971530021000","0510024",0.000001
"060971530062003","0510023",1
"060971530062002","0510023",0.229094
"060971530062000","0510023",0.117039
"060971530061003","0510023",1
"060971530056001","0510023",0.123888
"060971530061000","0510023",0.999258
"060971530056000","0510023",0.000001
"060971526011026","0100177",1
"060971526011030","0100177",0.000007
"060971505012004","0100176",0.843693
"060971505012005","0100176",0.114717
"060971505012012","0100176",0.000001
"060971515052008","0100179",0.026098
"060971515052005","0100179",0.000003
"060971515052017","0100179",0.008979
"060971515052007","0100179",1
"060971526021024","0100178",0.000011
"060971526012003","0100178",1
"060971526012002","0100178",1
"060971526011003","0100178",1
"060971526012001","0100178",1
"060971526021028","0100178",0.000032
"060971526011002","0100178",1
"060971526021031","0100178",0.015309
"060971526021032","0100178",0.149271
"060971526021043","0100178",0.000001
"060971526021030","0100178",0.000010
"060971526021047","0100178",0.000001
"060971526021025","0100178",0.959301
"060971526021029","0100178",0.981263
"060971526021027","0100178",1
"060971526021026","0100178",0.000004
"060971514032037","0100171",0.775395
"060971514032036","0100171",0.578092
"060971514032023","0100171",0.010494
"060971514053016","0100171",0.000002
"060971526021058","0100173",0.000001
"060971526021061","0100173",1
"060971526021060","0100173",0.000004
"060971526012032","0100172",1
"060971516021019","0100175",0.000002
"060971515031009","0100175",0.028202
"060971505022006","0100174",0.901683
"060971505022005","0100174",0.000006
"060971539053015","0400095",1
"060971539051009","0400095",0.107951
"060971505022000","0100166",0.001253
"060971505022017","0100166",0.658629
"060971539051009","0400094",0.057760
"060971515052005","0100165",0.370500
"060971515052004","0100165",0.002695
"060971539051000","0400097",0.031680
"060971539031008","0400097",1
"060971539051007","0400097",0.622516
"060971539031009","0400097",0.000002
"060971513091006","0100168",0.000002
"060971506123016","0100168",0.013965
"060971513091021","0100168",0.040279
"060971539042002","0400096",0.999999
"060971539051009","0400096",0.220229
"060971539042000","0400096",0.005786
"060971539021041","0400096",1
"060971539042025","0400096",0.000006
"060971539021039","0400096",0.188931
"060971539042023","0400096",1
"060971539042018","0400096",1
"060971539042001","0400096",1
"060971539042024","0400096",1
"060971539042016","0400096",1
"060971539042034","0400096",1
"060971539042022","0400096",1
"060971539042021","0400096",1
"060971539042006","0400096",1
"060971539042015","0400096",1
"060971539042005","0400096",1
"060971539042017","0400096",1
"060971539042003","0400096",1
"060971539042004","0400096",1
"060971539042033","0400096",0.000015
"060971539042032","0400096",0.000017
"060971539042007","0400096",0.000001
"060971539042019","0400096",0.757803
"060971539042020","0400096",1
"060971539042013","0400096",0.000567
"060971503051002","0100167",1
"060971503051001","0100167",1
"060971503051000","0100167",1
"060971505021010","0100167",0.000001
"060971539051000","0400099",0.064576
"060971539033000","0400099",0.000001
"060971539051006","0400099",0.113715
"060971539033003","0400099",1
"060971539033001","0400099",0.000004
"060971539051016","0400099",1
"060971539051003","0400099",1
"060971539033004","0400099",1
"060971539051005","0400099",1
"060971539051015","0400099",1
"060971539033005","0400099",1
"060971539033006","0400099",0.000003
"060971539051002","0400099",0.000156
"060971539051009","0400099",0.000100
"060971539051000","0400098",0.021623
"060971539031008","0400098",0.000002
"060971539051007","0400098",0.377492
"060971539051001","0400098",0.171313
"060971539031009","0400098",1
"060971539031010","0400098",0.000007
"060971539033000","0400098",0.000002
"060971515052005","0100169",0.342864
"060971513111014","0200091",0.854594
"060971512061009","0200090",1
"060971512061008","0200090",1
"060971533012030","0200090",0.000001
"060971512063007","0200090",0.000001
"060971502062002","0100160",0.000030
"060971502052000","0100160",0.047659
"060971502062000","0100160",0.018035
"060971526012010","0100162",0.000002
"060971526011028","0100162",0.000176
"060971526011027","0100162",1
"060971525021000","0100162",0.000019
"060971502062002","0100161",0.010081
"060971502062001","0100161",0.112171
"060971502062005","0100161",0.014066
"060971502052000","0100161",0.141186
"060971502062000","0100161",0.260231
"060971516012005","0100164",1
"060971516012004","0100163",0.000003
"060971516012002","0100163",0.087974
"060971516012012","0100163",0.544414
"060971532023022","0200089",0.000003
"060971512061006","0200089",1
"060971512061007","0200089",1
"060971512061004","0200089",1
"060971512061005","0200089",1
"060971512061003","0200089",0.000014
"060971512062017","0200082",0.000001
"060971511001007","0200082",1
"060971511001008","0200082",1
"060971511001009","0200082",1
"060971512062018","0200082",0.000001
"060971511001006","0200082",1
"060971535013002","0200081",0.000001
"060971535013004","0200081",1
"060971511001000","0200084",0.002312
"060971511001006","0200083",0.000002
"060971511001015","0200083",0.000174
"060971511001000","0200083",0.329394
"060971535013015","0200086",0.000002
"060971511001015","0200086",0.000001
"060971511001000","0200086",0.319685
"060971512062017","0200085",0.000001
"060971511001000","0200085",0.348577
"060971512061020","0200088",0.000002
"060971512063008","0200088",1
